x,y
6.67761704640035,1
13.3552340928007,1
20.032851139201,1
26.7104681856014,1
33.3880852320017,1
40.0657022784021,1
46.7433193248024,1
53.4209363712028,1
60.0985534176031,0
66.7761704640035,0
