datetime	c73159	c73160	c73163	c73164	c73165	c73166	c73167	c73168	c73169	c73170
2018-12-26 17:00:00	105	74	51	50	186	230	185	199	195	243
2018-12-26 18:00:00	135	111	47	29	181	225	119	168	179	228
2018-12-26 19:00:00	157	85	35	45	183	183	140	151	130	121
2018-12-26 20:00:00	104	73	27	33	112	161	127	78	107	79
2018-12-28 21:00:00	70	44	26	45	47	18	110	104	144	93
2018-12-28 22:00:00	18	28	12	22	43	25	154	144	31	70
2018-12-28 23:00:00	14	9	10	3	18	12	141	81	26	26
2018-12-29 00:00:00	8	26	15	11	31	16	158	72	24	44
2018-12-29 01:00:00	8	4	2	6	19	5	29	52	5	15
2018-12-29 02:00:00	4	4	8	17	34	8	46	44	19	18
2018-12-29 03:00:00	19	12	32	3	32	8	18	33	20	19
2018-12-29 04:00:00	7	24	26	23	15	11	34	35	19	48
2018-12-29 05:00:00	5	2	0	2	12	7	15	5	11	2
2018-12-29 06:00:00	5	8	2	2	2	2	32	25	3	4
2018-12-29 07:00:00	17	14	1	5	11	2	28	34	21	4
2018-12-29 08:00:00	8	18	2	8	17	10	27	50	10	21
2018-12-29 09:00:00	44	67	27	35	104	79	100	60	134	55
2018-12-29 10:00:00	56	86	55	51	205	138	142	156	256	140
2018-12-29 11:00:00	83	178	55	97	247	220	329	253	361	254
2018-12-29 12:00:00	147	174	49	125	319	241	340	285	353	292
2018-12-29 13:00:00	201	110	98	102	340	367	414	302	467	268
2018-12-29 14:00:00	142	152	129	129	427	294	321	337	368	280
2018-12-29 15:00:00	218	95	109	65	293	350	235	224	301	363
2018-12-29 16:00:00	183	173	61	77	191	166	380	285	234	359
2018-12-29 17:00:00	124	149	48	59	181	177	334	312	258	323
2018-12-29 18:00:00	194	96	48	66	140	164	230	217	212	251
2018-12-29 19:00:00	144	82	73	68	142	187	200	187	202	171
2018-12-29 20:00:00	65	83	43	66	164	175	159	221	185	181
2018-12-29 21:00:00	79	119	59	27	188	139	84	130	175	64
2018-12-29 22:00:00	53	56	45	32	167	136	138	105	124	119
2018-12-29 23:00:00	46	40	31	38	77	112	114	76	122	85
2018-12-30 00:00:00	31	31	42	64	98	130	129	86	90	89
2018-12-30 01:00:00	25	18	35	46	100	74	50	80	73	48
2018-12-30 02:00:00	4	16	44	60	92	74	60	62	35	57
2018-12-30 03:00:00	11	9	35	33	127	92	32	27	67	71
2018-12-30 04:00:00	26	11	20	40	119	27	14	53	59	72
2018-12-30 05:00:00	17	4	18	17	45	24	6	3	18	9
2018-12-30 06:00:00	12	6	2	7	18	1	4	16	3	7
2018-12-30 07:00:00	9	12	4	4	42	5	9	17	17	14
2018-12-30 08:00:00	26	33	6	15	18	11	13	22	21	20
2018-12-30 09:00:00	33	46	6	19	54	38	31	23	72	56
2018-12-30 10:00:00	70	48	22	28	104	82	46	61	139	63
2018-12-30 11:00:00	83	132	16	42	162	160	95	101	246	97
2018-12-30 12:00:00	146	165	37	62	216	207	161	131	314	150
2018-12-30 13:00:00	152	163	53	119	311	249	192	171	239	224
2018-12-30 14:00:00	165	147	43	72	283	310	213	161	228	212
2018-12-30 15:00:00	109	90	58	72	322	176	184	138	245	261
2018-12-30 16:00:00	150	96	52	71	232	164	239	191	304	217
2018-12-30 17:00:00	114	96	84	68	92	73	230	235	322	222
2018-12-30 18:00:00	130	102	49	51	87	78	150	251	183	277
2018-12-30 19:00:00	100	102	39	60	90	92	217	160	135	119
2018-12-30 20:00:00	61	69	26	33	91	70	169	161	98	135
2018-12-30 21:00:00	63	59	22	23	81	96	64	57	73	62
2018-12-30 22:00:00	53	51	12	6	44	65	73	15	99	22
2018-12-30 23:00:00	22	13	9	19	38	58	88	14	47	15
2018-12-31 00:00:00	9	6	10	7	20	28	15	22	28	25
2018-12-31 01:00:00	16	2	23	7	30	18	13	4	22	10
2018-12-31 02:00:00	0	4	19	12	36	8	10	4	12	28
2018-12-31 03:00:00	6	3	7	5	6	6	4	0	7	12
2018-12-31 04:00:00	27	9	9	11	10	8	9	9	16	10
2018-12-31 05:00:00	35	9	0	4	17	7	11	1	12	5
2018-12-31 06:00:00	23	40	7	13	48	25	24	25	30	25
2018-12-31 07:00:00	65	76	19	53	68	38	87	72	102	45
2018-12-31 08:00:00	83	67	21	43	109	75	84	85	113	66
2018-12-31 09:00:00	17	52	32	86	161	104	116	99	198	141
2018-12-31 10:00:00	77	64	53	137	265	189	218	147	395	190
2018-12-31 11:00:00	66	82	73	140	357	264	337	234	408	318
2018-12-31 12:00:00	66	80	116	174	384	313	317	253	525	351
2018-12-31 13:00:00	98	65	102	144	345	360	356	204	520	397
2018-12-31 14:00:00	93	107	121	163	354	350	286	256	467	412
2018-12-31 15:00:00	200	149	142	158	382	355	239	232	316	387
2018-12-31 16:00:00	117	165	104	128	376	346	323	250	312	436
2018-12-31 17:00:00	156	193	84	116	290	418	308	237	270	295
2018-12-31 18:00:00	276	175	43	86	276	258	198	143	231	222
2018-12-31 19:00:00	104	137	35	22	154	193	144	129	73	92
2018-12-31 20:00:00	283	377	37	39	104	74	131	85	107	82
2018-12-31 21:00:00	193	381	23	25	79	58	114	72	61	51
2018-12-31 22:00:00	108	262	54	51	113	77	152	119	83	57
2018-12-31 23:00:00	225	466	69	85	150	275	150	159	317	50
2019-01-01 00:00:00	670	237	144	73	227	125	284	173	92	268
2019-01-01 01:00:00	78	131	113	90	180	116	209	174	99	125
2019-01-01 02:00:00	74	48	100	81	187	187	141	220	99	144
2019-01-01 03:00:00	76	62	166	114	213	156	144	242	65	192
2019-01-01 04:00:00	71	47	158	140	319	190	211	256	48	265
2019-01-01 05:00:00	41	64	45	43	85	47	32	33	34	56
2019-01-01 06:00:00	4	11	4	15	43	14	12	18	16	13
2019-01-01 07:00:00	32	16	2	7	10	10	18	11	24	6
2019-01-01 08:00:00	3	11	10	8	12	2	15	13	8	21
2019-01-01 09:00:00	14	17	4	18	24	7	26	21	38	42
2019-01-01 10:00:00	32	44	5	13	66	38	29	26	77	60
2019-01-01 11:00:00	55	137	21	45	173	70	74	43	132	112
2019-01-01 12:00:00	114	142	30	44	184	115	91	104	183	163
2019-01-01 13:00:00	80	135	31	36	183	149	108	109	217	162
2019-01-01 14:00:00	228	101	18	50	155	148	131	85	192	168
2019-01-01 15:00:00	150	159	57	50	186	133	143	88	155	152
2019-01-01 16:00:00	122	120	27	51	55	65	150	162	156	155
2019-01-01 17:00:00	95	127	26	45	80	69	203	114	173	153
2019-01-01 18:00:00	111	96	22	40	96	35	96	106	198	105
2019-01-01 19:00:00	79	109	25	54	117	198	101	95	82	85
2019-01-01 20:00:00	103	88	41	50	125	182	117	89	65	54
2019-01-01 21:00:00	52	74	18	27	103	103	49	35	48	36
2019-01-01 22:00:00	21	28	10	10	59	126	49	49	25	15
2019-01-01 23:00:00	17	17	5	9	40	94	44	12	12	14
2019-01-02 00:00:00	54	21	5	3	11	26	15	27	21	30
2019-01-02 01:00:00	76	47	14	3	24	6	0	6	21	12
2019-01-02 02:00:00	57	32	2	0	17	15	1	4	7	8
2019-01-02 03:00:00	118	43	2	4	3	8	0	1	5	5
2019-01-02 04:00:00	116	39	6	5	31	26	11	19	7	11
2019-01-02 05:00:00	180	192	1	4	45	28	8	13	27	34
2019-01-02 06:00:00	223	183	12	21	91	61	57	38	93	65
2019-01-02 07:00:00	438	263	32	63	151	130	87	42	225	76
2019-01-02 08:00:00	369	301	43	106	292	182	157	70	266	90
2019-01-02 09:00:00	175	331	67	103	232	107	163	219	288	143
2019-01-02 10:00:00	559	631	194	190	219	150	205	126	308	231
2019-01-02 11:00:00	612	477	239	194	283	268	259	89	461	235
2019-01-02 12:00:00	847	752	261	178	359	252	216	111	384	251
2019-01-02 13:00:00	588	654	218	204	319	273	239	103	344	284
2019-01-02 14:00:00	669	420	171	193	417	268	293	128	384	378
2019-01-02 15:00:00	473	492	154	168	335	275	337	160	334	453
2019-01-02 16:00:00	274	255	78	196	441	296	308	156	355	453
2019-01-02 17:00:00	284	139	68	110	389	371	300	219	258	301
2019-01-02 18:00:00	270	127	64	71	339	305	157	151	262	326
2019-01-02 19:00:00	151	102	50	26	354	323	154	142	203	209
2019-01-02 20:00:00	128	97	36	37	250	270	93	89	139	160
2019-01-02 21:00:00	109	62	20	19	95	184	69	47	60	89
2019-01-02 22:00:00	79	19	27	12	78	143	24	20	57	61
2019-01-02 23:00:00	33	33	9	6	46	120	54	6	56	24
2019-01-03 00:00:00	42	28	4	1	33	41	2	7	18	10
2019-01-03 01:00:00	11	4	7	0	34	38	0	0	10	16
2019-01-03 02:00:00	12	4	3	2	26	34	2	6	8	11
2019-01-03 03:00:00	3	0	2	3	13	16	2	8	2	2
2019-01-03 04:00:00	10	8	5	11	38	13	0	14	3	9
2019-01-03 05:00:00	16	5	3	6	41	42	7	1	27	14
2019-01-03 06:00:00	35	40	9	26	92	50	49	31	66	44
2019-01-03 07:00:00	90	71	43	64	192	197	96	30	203	68
2019-01-03 08:00:00	63	104	48	89	249	284	108	74	353	143
2019-01-03 09:00:00	78	72	46	95	224	236	97	81	369	183
2019-01-03 10:00:00	97	83	67	144	239	208	171	99	372	208
2019-01-03 11:00:00	108	136	100	206	281	247	246	137	524	287
2019-01-03 12:00:00	123	180	127	150	312	255	214	176	526	290
2019-01-03 13:00:00	288	174	120	191	272	265	278	244	452	338
2019-01-03 14:00:00	188	133	131	149	368	302	317	193	352	354
2019-01-03 15:00:00	148	135	108	178	328	341	256	219	464	425
2019-01-03 16:00:00	195	128	122	142	434	330	355	254	350	488
2019-01-03 17:00:00	197	109	102	72	339	382	302	174	387	394
2019-01-03 18:00:00	198	96	71	64	414	239	249	99	358	499
2019-01-03 19:00:00	135	89	43	38	307	273	161	88	198	391
2019-01-03 20:00:00	90	71	36	53	198	277	90	125	139	181
2019-01-03 21:00:00	83	42	31	43	138	145	62	55	88	101
2019-01-03 22:00:00	48	27	17	7	104	108	24	19	37	66
2019-01-03 23:00:00	32	12	10	16	55	102	42	13	43	56
2019-01-04 00:00:00	14	5	8	3	38	63	2	15	15	26
2019-01-04 01:00:00	7	7	1	2	77	57	9	2	8	15
2019-01-04 02:00:00	3	0	5	2	21	10	15	4	4	16
2019-01-04 03:00:00	4	0	0	4	26	13	1	0	11	15
2019-01-04 04:00:00	12	7	5	11	45	19	2	5	8	17
2019-01-04 05:00:00	26	2	2	13	49	29	13	15	15	15
2019-01-04 06:00:00	62	31	19	25	53	73	47	40	71	63
2019-01-04 07:00:00	127	87	28	60	209	146	96	71	204	130
2019-01-04 08:00:00	112	99	56	105	281	206	129	127	238	149
2019-01-04 09:00:00	80	83	52	109	213	138	125	146	345	182
2019-01-04 10:00:00	100	98	109	142	251	150	284	165	506	194
2019-01-04 11:00:00	133	143	110	203	221	236	304	231	466	368
2019-01-04 12:00:00	152	147	126	210	301	268	307	258	427	200
2019-01-04 13:00:00	194	138	123	251	298	308	346	208	371	271
2019-01-04 14:00:00	208	70	112	232	327	295	400	232	301	281
2019-01-04 15:00:00	186	132	94	239	349	325	411	283	431	397
2019-01-04 16:00:00	244	135	81	155	427	239	410	303	404	364
2019-01-04 17:00:00	195	139	88	150	283	328	304	305	441	433
2019-01-04 18:00:00	243	160	74	114	326	271	225	233	374	378
2019-01-04 19:00:00	142	111	27	73	282	295	229	195	235	157
2019-01-04 20:00:00	91	101	33	104	267	302	169	179	170	101
2019-01-04 21:00:00	76	56	42	79	204	173	90	66	173	88
2019-01-04 22:00:00	81	49	28	42	170	192	101	84	150	48
2019-01-04 23:00:00	84	28	44	48	98	256	99	26	115	66
2019-01-05 00:00:00	26	14	24	27	120	149	38	29	64	30
2019-01-05 01:00:00	36	16	31	42	126	172	30	24	88	73
2019-01-05 02:00:00	13	9	22	36	133	133	12	22	34	27
2019-01-05 03:00:00	36	4	31	17	131	68	21	7	18	51
2019-01-05 04:00:00	10	4	36	27	98	33	11	65	21	48
2019-01-05 05:00:00	1	10	7	23	42	4	22	9	22	6
2019-01-05 06:00:00	8	11	6	3	28	12	3	1	14	8
2019-01-05 07:00:00	17	17	4	6	49	57	12	19	36	18
2019-01-05 08:00:00	42	46	5	17	87	87	28	9	51	46
2019-01-05 09:00:00	56	63	12	51	123	49	58	31	207	116
2019-01-05 10:00:00	84	76	32	79	225	138	93	63	316	166
2019-01-05 11:00:00	63	166	69	96	231	203	177	143	451	151
2019-01-05 12:00:00	179	169	94	129	273	270	232	208	371	249
2019-01-05 13:00:00	171	209	99	102	341	298	289	172	432	255
2019-01-05 14:00:00	180	244	102	133	303	307	300	156	333	314
2019-01-05 15:00:00	219	175	94	89	278	387	244	191	277	423
2019-01-05 16:00:00	167	139	73	94	352	362	288	257	295	364
2019-01-05 17:00:00	163	129	88	54	394	368	251	150	378	359
2019-01-05 18:00:00	174	117	81	78	264	348	139	172	309	231
2019-01-05 19:00:00	131	93	60	90	219	393	171	146	162	265
2019-01-05 20:00:00	75	95	54	95	291	341	115	129	235	109
2019-01-05 21:00:00	86	50	51	36	256	221	115	84	99	79
2019-01-05 22:00:00	82	23	60	61	247	232	82	57	195	50
2019-01-05 23:00:00	39	52	51	64	161	296	113	69	165	108
2019-01-06 00:00:00	34	29	30	60	206	260	62	65	75	50
2019-01-06 01:00:00	37	7	67	31	217	178	71	60	87	64
2019-01-06 02:00:00	20	19	33	21	156	193	35	51	40	59
2019-01-06 03:00:00	11	6	30	26	146	109	21	55	50	46
2019-01-06 04:00:00	33	3	55	28	173	62	19	28	28	112
2019-01-06 05:00:00	13	3	6	6	77	20	6	25	1	21
2019-01-06 06:00:00	9	6	4	3	18	6	1	3	7	14
2019-01-06 07:00:00	9	9	4	2	30	19	9	9	6	7
2019-01-06 08:00:00	33	27	5	11	72	40	4	13	9	32
2019-01-06 09:00:00	44	39	18	20	93	41	19	23	37	59
2019-01-06 10:00:00	76	51	23	30	97	49	38	43	149	99
2019-01-06 11:00:00	110	102	19	66	142	96	49	98	187	194
2019-01-06 12:00:00	118	161	64	67	218	153	144	151	265	219
2019-01-06 13:00:00	142	233	55	78	274	200	131	122	310	198
2019-01-06 14:00:00	192	122	61	60	266	187	186	123	251	243
2019-01-06 15:00:00	161	150	42	79	235	250	183	150	247	259
2019-01-06 16:00:00	141	146	26	70	298	252	203	185	263	299
2019-01-06 17:00:00	158	133	45	53	274	286	183	177	314	235
2019-01-06 18:00:00	144	190	23	49	237	253	188	135	261	297
2019-01-06 19:00:00	132	84	23	32	168	277	135	129	146	148
2019-01-06 20:00:00	107	73	11	27	215	199	102	97	118	64
2019-01-06 21:00:00	58	72	7	33	71	155	49	45	94	54
2019-01-06 22:00:00	29	34	14	4	52	130	35	17	47	49
2019-01-06 23:00:00	14	14	10	6	33	58	25	19	11	24
2019-01-07 00:00:00	7	7	2	0	30	24	3	19	4	0
2019-01-07 01:00:00	4	8	6	4	29	23	8	2	9	5
2019-01-07 02:00:00	3	2	7	9	18	0	2	2	9	5
2019-01-07 03:00:00	6	6	9	9	5	0	6	10	2	2
2019-01-07 04:00:00	1	20	6	4	17	13	3	9	9	10
2019-01-07 05:00:00	32	15	10	7	14	12	14	16	10	8
2019-01-07 06:00:00	118	103	7	17	92	35	72	60	64	42
2019-01-07 07:00:00	123	178	48	57	130	135	171	88	201	74
2019-01-07 08:00:00	108	271	69	97	195	192	201	113	307	209
2019-01-07 09:00:00	34	155	82	132	225	209	161	163	319	131
2019-01-07 10:00:00	60	143	58	167	221	229	196	179	422	231
2019-01-07 11:00:00	86	140	148	219	317	277	307	218	389	302
2019-01-07 12:00:00	124	165	108	204	362	314	335	293	472	271
2019-01-07 13:00:00	123	154	123	193	352	276	260	217	366	304
2019-01-07 14:00:00	143	150	178	310	450	314	318	210	368	514
2019-01-07 15:00:00	140	145	131	249	374	312	312	255	443	293
2019-01-07 16:00:00	269	123	81	157	310	362	388	303	332	414
2019-01-07 17:00:00	216	190	82	147	437	318	308	318	425	427
2019-01-07 18:00:00	231	165	55	76	358	296	221	192	343	355
2019-01-07 19:00:00	153	130	42	78	301	337	164	121	105	191
2019-01-07 20:00:00	140	152	42	43	211	223	134	119	124	114
2019-01-07 21:00:00	74	81	25	28	105	186	136	76	62	49
2019-01-07 22:00:00	31	38	28	13	74	165	36	14	30	46
2019-01-07 23:00:00	14	8	6	5	56	98	21	3	29	19
2019-01-08 00:00:00	10	8	4	4	41	57	22	5	11	8
2019-01-08 01:00:00	6	0	5	3	30	50	5	0	17	1
2019-01-08 02:00:00	3	0	4	2	31	12	6	4	2	2
2019-01-08 03:00:00	9	2	2	6	6	3	5	5	2	7
2019-01-08 04:00:00	0	4	2	2	16	4	0	2	2	3
2019-01-08 05:00:00	18	6	7	7	24	18	22	5	9	8
2019-01-08 06:00:00	35	59	8	25	60	77	52	40	73	44
2019-01-08 07:00:00	154	140	45	91	163	115	114	56	305	204
2019-01-08 08:00:00	113	236	42	127	225	150	237	161	334	185
2019-01-08 09:00:00	75	118	81	144	230	201	176	117	377	291
2019-01-08 10:00:00	39	93	61	115	242	232	215	185	376	148
2019-01-08 11:00:00	35	83	185	155	219	289	323	204	366	283
2019-01-08 12:00:00	59	81	138	124	358	291	294	201	472	299
2019-01-08 13:00:00	73	104	112	144	368	322	238	177	443	299
2019-01-08 14:00:00	59	98	116	216	351	381	224	140	382	329
2019-01-08 15:00:00	80	122	103	200	356	336	257	140	335	459
2019-01-08 16:00:00	140	233	117	164	368	378	405	272	453	553
2019-01-08 17:00:00	107	212	78	110	330	275	278	183	379	273
2019-01-08 18:00:00	89	190	67	78	276	297	199	176	361	156
2019-01-08 19:00:00	62	72	42	79	252	237	200	123	177	123
2019-01-08 20:00:00	56	96	18	40	185	180	138	120	114	118
2019-01-08 21:00:00	15	35	14	17	97	197	92	66	34	67
2019-01-08 22:00:00	28	17	14	9	71	90	65	52	47	71
2019-01-08 23:00:00	23	12	1	15	47	70	29	15	17	17
2019-01-09 00:00:00	5	2	4	8	30	30	11	8	18	11
2019-01-09 01:00:00	1	4	1	2	29	31	3	6	9	17
2019-01-09 02:00:00	0	0	8	1	53	18	1	6	7	9
2019-01-09 03:00:00	18	0	4	7	14	4	4	2	14	6
2019-01-09 04:00:00	4	4	4	3	40	35	20	24	5	9
2019-01-09 05:00:00	22	29	5	10	27	26	19	16	15	8
2019-01-09 06:00:00	28	56	10	19	76	95	44	44	106	82
2019-01-09 07:00:00	94	149	37	97	210	192	141	89	206	125
2019-01-09 08:00:00	48	194	47	96	318	246	214	115	315	181
2019-01-09 09:00:00	62	145	114	108	266	165	200	115	344	249
2019-01-09 10:00:00	47	123	50	133	210	261	236	90	471	200
2019-01-09 11:00:00	67	171	155	189	312	188	268	243	509	307
2019-01-09 12:00:00	162	184	124	202	338	307	251	226	480	333
2019-01-09 13:00:00	83	134	122	206	258	347	288	166	541	445
2019-01-09 14:00:00	136	129	123	238	298	275	332	219	440	463
2019-01-09 15:00:00	113	220	109	234	391	331	355	215	436	472
2019-01-09 16:00:00	144	257	131	177	432	349	355	265	355	661
2019-01-09 17:00:00	170	198	103	160	395	332	286	249	453	413
2019-01-09 18:00:00	170	173	78	97	350	298	210	147	396	395
2019-01-09 19:00:00	107	150	77	72	374	371	179	155	236	258
2019-01-09 20:00:00	99	131	44	72	207	273	143	92	170	189
2019-01-09 21:00:00	52	73	42	35	148	249	77	47	139	107
2019-01-09 22:00:00	75	37	30	22	83	163	58	57	62	123
2019-01-09 23:00:00	27	15	21	17	66	101	19	12	54	35
2019-01-10 00:00:00	8	10	2	8	106	97	20	19	20	35
2019-01-10 01:00:00	3	7	4	4	65	63	21	10	24	13
2019-01-10 02:00:00	5	5	12	6	126	28	12	9	12	28
2019-01-10 03:00:00	15	6	9	6	156	18	15	7	2	13
2019-01-10 04:00:00	2	12	1	2	64	3	6	22	15	8
2019-01-10 05:00:00	13	8	2	16	58	36	7	5	20	28
2019-01-10 06:00:00	55	73	14	28	104	63	38	30	68	57
2019-01-10 07:00:00	66	155	38	96	237	174	111	48	203	83
2019-01-10 08:00:00	92	182	81	129	327	237	168	80	356	131
2019-01-10 09:00:00	111	154	105	119	267	236	175	171	324	200
2019-01-10 10:00:00	62	100	76	174	251	254	190	111	425	206
2019-01-10 11:00:00	24	198	148	236	252	303	185	175	503	245
2019-01-10 12:00:00	89	182	173	165	257	350	251	185	518	286
2019-01-10 13:00:00	72	109	92	229	370	280	258	199	466	362
2019-01-10 14:00:00	51	134	77	281	379	319	348	173	547	444
2019-01-10 15:00:00	127	165	127	218	299	308	268	225	396	512
2019-01-10 16:00:00	126	167	127	154	410	417	301	228	521	628
2019-01-10 17:00:00	106	264	133	149	490	364	302	213	392	487
2019-01-10 18:00:00	122	188	98	97	405	400	176	164	365	344
2019-01-10 19:00:00	160	162	63	124	382	407	164	140	290	170
2019-01-10 20:00:00	100	109	81	68	322	305	110	102	186	237
2019-01-10 21:00:00	134	116	24	23	198	282	126	63	116	197
2019-01-10 22:00:00	87	71	42	26	177	231	72	27	106	101
2019-01-10 23:00:00	127	89	31	35	96	157	28	17	65	41
2019-01-11 00:00:00	54	35	7	12	57	92	10	16	10	49
2019-01-11 01:00:00	41	30	17	13	32	7	10	5	10	26
2019-01-11 02:00:00	13	16	8	21	154	23	14	14	16	27
2019-01-11 03:00:00	21	29	15	19	177	46	15	9	11	61
2019-01-11 04:00:00	14	17	7	11	106	44	0	28	19	3
2019-01-11 05:00:00	34	41	2	13	78	28	6	15	9	15
2019-01-11 06:00:00	52	80	18	30	87	59	54	60	76	42
2019-01-11 07:00:00	110	165	41	98	183	170	193	111	261	52
2019-01-11 08:00:00	72	166	83	127	194	169	210	148	382	156
2019-01-11 09:00:00	76	126	69	130	212	242	202	88	366	205
2019-01-11 10:00:00	91	127	54	133	256	205	205	171	471	236
2019-01-11 11:00:00	78	192	133	184	276	290	278	238	570	289
2019-01-11 12:00:00	129	224	160	165	360	359	412	191	549	370
2019-01-11 13:00:00	180	205	121	280	426	411	390	185	470	170
2019-01-11 14:00:00	197	256	126	267	383	449	331	225	450	318
2019-01-11 15:00:00	142	235	152	183	501	365	298	190	427	484
2019-01-11 16:00:00	186	228	116	213	424	318	422	229	477	509
2019-01-11 17:00:00	141	206	76	150	345	388	318	240	429	423
2019-01-11 18:00:00	182	189	70	88	480	289	285	279	515	510
2019-01-11 19:00:00	116	87	50	67	421	419	239	188	343	304
2019-01-11 20:00:00	124	101	57	76	329	337	194	182	223	186
2019-01-11 21:00:00	140	101	53	94	227	330	124	132	219	186
2019-01-11 22:00:00	95	109	52	47	227	240	154	110	209	140
2019-01-11 23:00:00	77	46	50	55	157	286	148	106	172	172
2019-01-12 00:00:00	18	43	39	39	187	156	107	131	122	189
2019-01-12 01:00:00	52	13	50	52	132	169	78	69	110	100
2019-01-12 02:00:00	9	18	26	26	205	171	59	56	98	76
2019-01-12 03:00:00	33	22	28	46	220	62	14	12	52	62
2019-01-12 04:00:00	10	9	31	35	169	38	13	55	43	82
2019-01-12 05:00:00	14	9	2	18	35	20	5	7	25	14
2019-01-12 06:00:00	25	13	4	2	27	24	19	19	24	16
2019-01-12 07:00:00	21	15	3	4	19	39	17	39	33	19
2019-01-12 08:00:00	27	45	6	35	135	100	32	12	79	57
2019-01-12 09:00:00	47	82	21	38	165	95	74	44	184	99
2019-01-12 10:00:00	46	142	29	80	234	191	124	62	389	152
2019-01-12 11:00:00	69	173	60	133	286	264	193	226	392	260
2019-01-12 12:00:00	182	288	127	165	329	321	294	306	531	341
2019-01-12 13:00:00	165	228	97	119	322	310	264	271	377	334
2019-01-12 14:00:00	148	276	143	128	327	323	268	256	447	305
2019-01-12 15:00:00	156	162	81	118	434	320	265	290	276	397
2019-01-12 16:00:00	137	231	99	90	411	385	281	252	391	293
2019-01-12 17:00:00	106	247	93	168	405	393	250	245	267	364
2019-01-12 18:00:00	224	156	67	84	339	294	197	171	283	211
2019-01-12 19:00:00	117	163	60	83	282	350	172	202	271	215
2019-01-12 20:00:00	79	95	68	72	311	413	217	149	313	155
2019-01-12 21:00:00	72	189	48	100	274	278	157	157	139	197
2019-01-12 22:00:00	51	63	50	56	228	247	104	76	177	107
2019-01-12 23:00:00	60	41	59	74	215	388	167	123	145	140
2019-01-13 00:00:00	43	85	51	46	289	300	184	142	152	151
2019-01-13 01:00:00	14	36	72	53	250	242	31	56	125	85
2019-01-13 02:00:00	31	11	47	27	232	205	37	71	80	102
2019-01-13 03:00:00	30	18	54	15	246	158	24	50	33	102
2019-01-13 04:00:00	15	17	60	42	274	97	103	95	64	118
2019-01-13 05:00:00	5	12	10	9	86	62	15	12	27	34
2019-01-13 06:00:00	6	3	4	4	33	37	0	5	15	5
2019-01-13 07:00:00	18	17	2	8	32	6	14	8	16	13
2019-01-13 08:00:00	26	36	7	10	67	38	9	30	36	64
2019-01-13 09:00:00	36	62	11	16	67	32	22	23	85	97
2019-01-13 10:00:00	51	91	11	33	100	74	61	37	117	120
2019-01-13 11:00:00	53	172	21	59	137	125	79	56	269	171
2019-01-13 12:00:00	164	186	63	89	240	207	128	109	288	213
2019-01-13 13:00:00	101	220	51	105	291	222	184	122	303	187
2019-01-13 14:00:00	126	217	58	107	250	314	159	146	246	261
2019-01-13 15:00:00	94	198	91	86	313	286	140	165	350	245
2019-01-13 16:00:00	164	127	72	109	320	299	153	110	268	284
2019-01-13 17:00:00	132	155	44	64	252	328	220	156	264	256
2019-01-13 18:00:00	148	109	45	54	252	286	160	135	274	227
2019-01-13 19:00:00	115	117	28	35	186	247	113	127	251	216
2019-01-13 20:00:00	90	91	19	43	213	270	136	63	153	135
2019-01-13 21:00:00	43	41	11	21	113	138	41	23	96	108
2019-01-13 22:00:00	10	21	16	7	85	162	39	30	35	42
2019-01-13 23:00:00	21	14	6	2	61	112	30	10	47	42
2019-01-14 00:00:00	15	0	11	0	12	25	4	0	21	21
2019-01-14 01:00:00	2	0	1	5	33	26	3	6	12	9
2019-01-14 02:00:00	4	0	2	7	35	8	6	3	14	18
2019-01-14 03:00:00	0	6	4	1	6	11	0	4	5	3
2019-01-14 04:00:00	11	16	31	9	9	5	13	12	7	38
2019-01-14 05:00:00	10	11	1	8	79	57	12	13	23	14
2019-01-14 06:00:00	67	52	10	12	110	55	50	51	102	93
2019-01-14 07:00:00	67	125	49	117	147	171	136	80	246	176
2019-01-14 08:00:00	92	195	57	148	272	264	215	94	352	164
2019-01-14 09:00:00	68	167	86	132	213	244	171	140	438	249
2019-01-14 10:00:00	70	123	60	132	243	194	196	132	511	271
2019-01-14 11:00:00	69	163	130	280	364	257	280	153	485	368
2019-01-14 12:00:00	95	139	110	186	365	277	310	165	546	267
2019-01-14 13:00:00	119	232	85	159	387	303	220	243	500	294
2019-01-14 14:00:00	185	221	97	220	417	262	268	192	379	433
2019-01-14 15:00:00	219	159	75	203	439	267	317	154	527	267
2019-01-14 16:00:00	125	187	132	202	410	369	352	269	410	464
2019-01-14 17:00:00	218	166	96	155	391	389	270	267	455	432
2019-01-14 18:00:00	183	138	83	98	366	385	316	162	382	389
2019-01-14 19:00:00	201	126	55	66	392	421	199	177	263	285
2019-01-14 20:00:00	125	120	44	52	248	338	158	114	166	237
2019-01-14 21:00:00	76	60	20	27	148	247	46	81	62	121
2019-01-14 22:00:00	36	21	16	15	125	246	51	23	48	65
2019-01-14 23:00:00	26	8	8	4	32	77	14	15	22	45
2019-01-15 00:00:00	1	4	0	4	46	38	19	0	4	13
2019-01-15 01:00:00	5	2	2	3	14	29	12	2	19	3
2019-01-15 02:00:00	9	0	5	1	30	8	1	0	5	7
2019-01-15 03:00:00	0	0	7	0	3	0	0	0	5	5
2019-01-15 04:00:00	7	11	5	6	9	9	2	4	10	2
2019-01-15 05:00:00	23	8	1	3	45	39	24	14	17	27
2019-01-15 06:00:00	50	42	11	25	158	79	29	29	100	86
