datetime	c73159	c73160	c73163	c73164	c73165	c73166	c73167	c73168	c73169	c73170
2018-12-09 03:00:00	87	38	33	27	129	21	76	65	50	109
2018-12-09 04:00:00	59	16	33	67	248	20	85	71	82	119
2018-12-09 05:00:00	49	36	12	56	137	30	13	11	20	15
2018-12-09 06:00:00	17	15	4	6	24	11	7	7	9	21
2018-12-09 07:00:00	24	23	1	2	9	10	10	9	10	7
2018-12-09 08:00:00	47	29	2	8	26	19	16	13	15	26
2018-12-09 09:00:00	68	126	9	21	108	25	39	22	83	39
2018-12-09 10:00:00	162	253	28	32	158	84	47	27	150	156
2018-12-09 11:00:00	164	281	35	71	261	158	101	100	301	206
2018-12-09 12:00:00	158	319	57	110	365	230	140	105	231	258
2018-12-09 13:00:00	269	308	58	86	295	229	65	86	264	254
2018-12-09 14:00:00	185	263	112	66	298	293	114	128	245	229
2018-12-09 15:00:00	191	204	52	126	362	208	127	123	235	210
2018-12-09 16:00:00	183	203	60	83	163	139	198	128	258	246
2018-12-09 17:00:00	174	230	51	55	162	110	194	158	251	228
2018-12-09 18:00:00	236	136	47	77	104	122	112	147	222	149
2018-12-09 19:00:00	98	170	16	54	45	61	95	121	221	159
2018-12-09 20:00:00	78	91	25	41	41	67	88	91	120	79
2018-12-09 21:00:00	70	53	20	29	34	26	51	52	77	58
2018-12-09 22:00:00	33	35	16	15	33	31	38	29	39	35
2018-12-09 23:00:00	7	21	10	15	25	7	21	19	27	18
2018-12-10 00:00:00	8	4	1	2	7	4	9	14	9	6
2018-12-10 01:00:00	6	12	2	3	25	21	12	0	13	2
2018-12-10 02:00:00	0	0	9	7	23	14	7	5	12	11
2018-12-10 03:00:00	1	4	3	2	16	13	0	5	2	7
2018-12-10 04:00:00	1	6	2	7	14	0	5	9	17	5
2018-12-10 05:00:00	20	20	5	10	25	7	24	41	9	4
2018-12-10 06:00:00	81	46	21	23	25	11	41	50	65	34
2018-12-10 07:00:00	158	214	48	70	90	37	143	113	290	68
2018-12-10 08:00:00	128	302	102	92	181	130	157	138	337	174
2018-12-10 09:00:00	111	151	75	112	290	190	144	164	402	158
2018-12-10 10:00:00	59	142	76	173	353	247	258	156	388	228
2018-12-10 11:00:00	95	153	174	205	323	350	327	246	509	344
2018-12-10 12:00:00	120	147	191	184	460	287	372	309	413	572
2018-12-10 13:00:00	104	125	153	192	463	274	352	259	382	443
2018-12-10 14:00:00	117	176	103	289	358	261	359	318	402	509
2018-12-10 15:00:00	257	160	103	225	316	346	368	334	540	404
2018-12-10 16:00:00	329	269	116	151	274	307	571	303	680	537
2018-12-10 17:00:00	220	180	78	93	228	210	456	289	373	585
2018-12-10 18:00:00	205	150	84	97	210	127	244	208	250	476
2018-12-10 19:00:00	191	180	56	67	93	109	151	181	213	204
2018-12-10 20:00:00	103	193	30	89	75	103	163	136	156	147
2018-12-10 21:00:00	103	107	38	50	51	55	102	62	67	91
2018-12-10 22:00:00	72	34	19	29	51	44	64	42	52	38
2018-12-10 23:00:00	15	14	21	27	26	24	26	20	38	18
2018-12-11 00:00:00	14	5	2	10	33	16	8	15	2	14
2018-12-11 01:00:00	14	8	2	21	23	5	12	20	9	9
2018-12-11 02:00:00	0	2	1	14	3	3	11	1	11	8
2018-12-11 03:00:00	0	0	0	9	10	0	0	1	14	10
2018-12-11 04:00:00	3	8	3	14	8	5	3	6	1	18
2018-12-11 05:00:00	71	29	1	11	16	12	22	20	9	6
2018-12-11 06:00:00	83	93	19	26	61	26	37	32	66	32
2018-12-11 07:00:00	157	172	25	66	89	49	125	104	305	128
2018-12-11 08:00:00	146	232	45	89	208	140	246	111	389	217
2018-12-11 09:00:00	90	183	133	112	249	218	191	180	412	215
2018-12-11 10:00:00	77	92	111	165	359	227	221	207	431	240
2018-12-11 11:00:00	172	199	170	216	419	263	415	306	402	421
2018-12-11 12:00:00	100	145	148	188	414	332	324	353	514	295
2018-12-11 13:00:00	85	112	186	204	408	339	312	317	474	388
2018-12-11 14:00:00	107	192	142	194	391	379	303	298	482	435
2018-12-11 15:00:00	207	187	150	209	511	342	462	440	428	500
2018-12-11 16:00:00	291	259	202	217	510	327	444	422	527	548
2018-12-11 17:00:00	274	202	101	185	375	383	288	331	464	535
2018-12-11 18:00:00	252	182	100	121	481	317	317	251	482	380
2018-12-11 19:00:00	212	155	84	120	309	352	253	286	234	237
2018-12-11 20:00:00	129	176	57	60	223	299	221	146	184	201
2018-12-11 21:00:00	84	174	55	27	113	159	134	91	131	107
2018-12-11 22:00:00	42	138	25	11	95	114	50	47	111	98
2018-12-11 23:00:00	31	33	20	3	57	93	28	21	42	27
2018-12-12 00:00:00	38	32	8	7	42	22	12	29	13	45
2018-12-12 01:00:00	4	1	11	5	33	31	6	6	15	3
2018-12-12 02:00:00	5	5	6	9	14	14	4	13	14	17
2018-12-12 03:00:00	3	14	13	6	14	3	4	0	17	32
2018-12-12 04:00:00	40	10	9	5	17	8	9	10	1	11
2018-12-12 05:00:00	18	15	1	12	28	19	9	23	19	18
2018-12-12 06:00:00	52	80	8	15	34	50	25	37	49	12
2018-12-12 07:00:00	138	173	39	94	147	81	134	86	200	67
2018-12-12 08:00:00	126	241	65	116	205	175	210	109	312	106
2018-12-12 09:00:00	85	98	97	130	248	201	248	130	378	224
2018-12-12 10:00:00	69	127	117	149	285	190	278	219	351	230
2018-12-12 11:00:00	116	149	162	215	346	396	327	290	511	259
2018-12-12 12:00:00	93	139	121	197	346	355	390	242	487	462
2018-12-12 13:00:00	95	73	227	220	359	356	281	308	414	447
2018-12-12 14:00:00	109	123	183	284	409	343	338	298	439	428
2018-12-12 15:00:00	209	85	116	224	385	329	369	332	385	441
2018-12-12 16:00:00	213	248	215	227	421	465	511	434	369	554
2018-12-12 17:00:00	173	290	146	167	434	431	406	326	354	602
2018-12-12 18:00:00	173	142	110	126	385	482	346	252	428	392
2018-12-12 19:00:00	212	127	90	112	351	334	299	197	355	312
2018-12-12 20:00:00	110	204	99	58	228	294	141	167	237	270
2018-12-12 21:00:00	77	161	51	38	207	276	106	132	121	161
2018-12-12 22:00:00	72	83	42	18	142	120	97	51	98	99
2018-12-12 23:00:00	42	25	21	12	92	108	44	51	91	45
2018-12-13 00:00:00	26	3	26	8	56	57	25	17	20	35
2018-12-13 01:00:00	12	18	13	14	62	88	8	8	16	15
2018-12-13 02:00:00	11	16	4	9	78	41	24	19	11	22
2018-12-13 03:00:00	4	21	14	22	46	32	5	9	14	27
2018-12-13 04:00:00	30	20	17	21	63	22	16	20	15	28
2018-12-13 05:00:00	15	27	14	14	143	105	5	16	19	13
2018-12-13 06:00:00	41	83	10	24	64	39	19	29	57	56
2018-12-13 07:00:00	138	136	54	84	150	127	101	68	285	90
2018-12-13 08:00:00	127	168	85	133	220	212	183	110	265	212
2018-12-13 09:00:00	100	135	97	90	256	247	158	112	364	221
2018-12-13 10:00:00	106	142	78	169	322	219	169	163	409	212
2018-12-13 11:00:00	109	113	185	199	374	315	264	243	508	379
2018-12-13 12:00:00	116	135	174	243	354	462	308	283	474	508
2018-12-13 13:00:00	142	145	122	194	474	399	264	261	533	327
2018-12-13 14:00:00	139	104	149	245	391	389	338	299	342	531
2018-12-13 15:00:00	133	218	166	225	474	400	289	312	479	404
2018-12-13 16:00:00	260	199	139	164	363	439	426	317	454	455
2018-12-13 17:00:00	143	229	127	178	482	314	322	321	475	411
2018-12-13 18:00:00	166	238	81	137	467	329	287	182	381	492
2018-12-13 19:00:00	154	102	56	110	314	305	161	211	225	406
2018-12-13 20:00:00	105	141	56	80	222	365	139	159	200	304
2018-12-13 21:00:00	114	180	53	34	151	200	94	64	133	160
2018-12-13 22:00:00	73	65	36	30	151	248	87	43	91	127
2018-12-13 23:00:00	58	23	27	34	115	149	36	54	55	42
2018-12-14 00:00:00	17	28	21	9	81	79	12	20	28	61
2018-12-14 01:00:00	22	25	15	15	104	87	8	22	29	44
2018-12-14 02:00:00	4	15	16	8	135	67	10	5	25	44
2018-12-14 03:00:00	16	18	25	20	111	38	5	20	14	22
2018-12-14 04:00:00	18	18	28	24	64	12	15	32	15	69
2018-12-14 05:00:00	30	12	7	9	36	43	21	19	16	17
2018-12-14 06:00:00	50	60	9	14	57	57	24	44	83	39
2018-12-14 07:00:00	88	205	59	73	175	111	119	51	315	138
2018-12-14 08:00:00	124	155	70	88	229	180	211	154	309	165
2018-12-14 09:00:00	84	127	110	111	289	225	174	173	384	149
2018-12-14 10:00:00	63	73	105	144	332	293	218	178	528	233
2018-12-14 11:00:00	73	125	127	245	409	353	311	330	649	366
2018-12-14 12:00:00	89	158	186	204	420	338	417	283	628	545
2018-12-14 13:00:00	111	185	142	264	423	475	367	341	626	433
2018-12-14 14:00:00	172	108	181	224	378	402	375	396	588	473
2018-12-14 15:00:00	141	188	193	212	514	400	385	293	436	561
2018-12-14 16:00:00	252	225	187	196	480	386	418	334	462	464
2018-12-14 17:00:00	122	260	173	180	383	473	277	271	548	457
2018-12-14 18:00:00	218	157	106	127	405	345	215	312	391	406
2018-12-14 19:00:00	104	209	126	94	373	382	223	232	291	267
2018-12-14 20:00:00	109	135	93	83	254	444	147	146	213	289
2018-12-14 21:00:00	96	109	69	100	186	393	118	104	212	221
2018-12-14 22:00:00	84	170	78	70	263	351	129	77	226	183
2018-12-14 23:00:00	76	109	88	157	324	289	147	127	226	200
2018-12-15 00:00:00	31	41	142	106	331	313	141	118	180	221
2018-12-15 01:00:00	35	68	85	61	341	250	134	93	135	190
2018-12-15 02:00:00	25	48	73	58	295	182	89	84	117	206
2018-12-15 03:00:00	38	37	77	43	293	231	99	67	66	189
2018-12-15 04:00:00	61	22	88	55	310	118	42	55	66	161
2018-12-15 05:00:00	25	26	16	18	55	31	29	26	33	40
2018-12-15 06:00:00	21	15	3	5	36	18	15	2	14	13
2018-12-15 07:00:00	43	27	18	21	53	35	12	24	46	27
2018-12-15 08:00:00	19	49	30	25	98	88	32	33	89	85
2018-12-15 09:00:00	23	92	26	49	172	93	72	58	230	98
2018-12-15 10:00:00	73	124	47	102	334	289	182	149	464	234
2018-12-15 11:00:00	86	181	82	149	388	386	226	243	436	276
2018-12-15 12:00:00	138	227	140	158	531	384	260	379	517	402
2018-12-15 13:00:00	127	236	154	159	409	458	388	405	484	494
2018-12-15 14:00:00	94	159	130	173	489	398	350	464	443	507
2018-12-15 15:00:00	169	223	160	140	523	342	408	398	349	555
2018-12-15 16:00:00	317	292	93	141	520	359	324	293	341	453
2018-12-15 17:00:00	271	138	101	102	445	405	234	334	385	272
2018-12-15 18:00:00	124	228	101	92	262	334	250	212	294	302
2018-12-15 19:00:00	97	133	80	94	344	360	243	179	225	460
2018-12-15 20:00:00	95	408	74	106	256	356	161	148	251	280
2018-12-15 21:00:00	117	139	43	50	280	352	161	183	246	216
2018-12-15 22:00:00	74	155	63	72	224	343	177	179	342	89
2018-12-15 23:00:00	56	75	80	90	274	371	252	207	220	237
2018-12-16 00:00:00	67	59	54	63	266	269	148	130	210	101
2018-12-16 01:00:00	57	28	75	65	293	448	186	181	143	179
2018-12-16 02:00:00	42	36	86	70	296	262	60	128	124	184
2018-12-16 03:00:00	76	19	99	62	321	192	58	85	64	198
2018-12-16 04:00:00	51	32	129	76	403	177	81	83	43	341
2018-12-16 05:00:00	18	9	22	36	129	38	31	25	68	52
2018-12-16 06:00:00	17	8	3	5	25	48	7	4	22	6
2018-12-16 07:00:00	19	17	3	3	29	21	13	9	20	28
2018-12-16 08:00:00	16	30	4	5	40	38	30	26	46	50
2018-12-16 09:00:00	69	52	7	24	83	29	43	34	93	68
2018-12-16 10:00:00	101	137	31	60	145	94	80	56	149	185
2018-12-16 11:00:00	90	148	63	69	294	230	125	82	318	186
2018-12-16 12:00:00	86	205	88	145	437	278	215	211	481	271
2018-12-16 13:00:00	133	161	123	125	408	296	237	190	364	450
2018-12-16 14:00:00	124	125	58	135	516	293	240	211	420	331
2018-12-16 15:00:00	145	195	113	104	421	314	176	186	363	364
2018-12-16 16:00:00	133	152	72	83	454	253	285	234	376	279
2018-12-16 17:00:00	163	50	60	50	312	261	232	184	275	262
2018-12-16 18:00:00	85	141	53	61	315	221	172	147	186	223
2018-12-16 19:00:00	78	89	31	58	174	211	82	110	180	143
2018-12-16 20:00:00	79	87	32	30	130	136	77	94	182	161
2018-12-16 21:00:00	60	44	20	19	103	99	33	27	101	61
2018-12-16 22:00:00	29	19	11	12	62	70	34	28	62	24
2018-12-16 23:00:00	23	16	6	4	42	42	18	8	16	36
2018-12-17 00:00:00	7	6	16	4	52	41	32	18	10	13
2018-12-17 01:00:00	3	6	16	13	41	20	43	7	13	9
2018-12-17 02:00:00	4	6	20	9	41	14	7	21	14	12
2018-12-17 03:00:00	0	7	11	11	17	12	18	11	8	13
2018-12-17 04:00:00	2	5	7	17	31	21	7	13	10	41
2018-12-17 05:00:00	28	30	0	15	131	55	17	11	23	35
2018-12-17 06:00:00	97	94	16	26	94	54	63	31	142	72
2018-12-17 07:00:00	120	138	55	76	212	200	170	99	271	160
2018-12-17 08:00:00	132	185	82	112	312	366	314	183	335	224
2018-12-17 09:00:00	63	138	95	113	358	421	287	189	447	196
2018-12-17 10:00:00	41	79	92	153	313	226	294	204	439	275
2018-12-17 11:00:00	57	81	183	252	310	280	361	195	533	426
2018-12-17 12:00:00	92	90	174	212	337	381	315	295	431	616
2018-12-17 13:00:00	52	122	145	223	433	278	354	266	450	602
2018-12-17 14:00:00	115	212	152	276	438	287	425	322	421	501
2018-12-17 15:00:00	155	107	156	223	324	323	409	478	537	584
2018-12-17 16:00:00	196	220	152	237	448	283	566	336	397	647
2018-12-17 17:00:00	101	197	122	129	366	338	486	347	366	548
2018-12-17 18:00:00	118	233	52	90	403	325	394	272	374	485
2018-12-17 19:00:00	189	147	79	66	371	295	211	277	205	402
2018-12-17 20:00:00	117	134	67	57	240	266	195	169	180	244
2018-12-17 21:00:00	85	80	38	22	120	177	128	102	121	122
2018-12-17 22:00:00	23	37	10	19	109	162	53	51	103	112
2018-12-17 23:00:00	28	16	10	10	59	83	27	26	23	33
2018-12-18 00:00:00	10	3	4	2	46	49	9	12	10	18
2018-12-18 01:00:00	12	5	3	5	31	32	21	9	14	39
2018-12-18 02:00:00	0	0	5	5	17	20	7	10	4	5
2018-12-18 03:00:00	6	7	5	7	16	14	12	6	3	6
2018-12-18 04:00:00	8	4	2	5	9	10	2	7	14	21
2018-12-18 05:00:00	20	24	4	14	51	28	12	10	29	17
2018-12-18 06:00:00	49	63	14	27	61	65	35	51	89	53
2018-12-18 07:00:00	93	133	47	116	122	139	172	75	270	118
2018-12-18 08:00:00	108	159	59	112	295	168	255	133	346	161
2018-12-18 09:00:00	117	194	87	151	160	196	238	239	404	106
2018-12-18 10:00:00	99	112	70	206	202	345	244	298	378	268
2018-12-18 11:00:00	47	143	122	144	367	256	441	296	452	352
2018-12-18 12:00:00	83	139	148	191	264	287	357	353	497	373
2018-12-18 13:00:00	79	122	131	277	436	286	249	269	446	442
2018-12-18 14:00:00	100	116	156	219	315	291	370	411	434	416
2018-12-18 15:00:00	135	160	141	208	396	373	477	326	564	465
2018-12-18 16:00:00	160	208	117	194	288	267	491	437	494	505
2018-12-18 17:00:00	123	201	145	160	343	270	497	383	472	427
2018-12-18 18:00:00	134	147	89	133	179	171	351	221	339	442
2018-12-18 19:00:00	78	165	104	121	173	206	239	208	213	245
2018-12-18 20:00:00	80	116	52	90	178	163	160	176	151	285
2018-12-18 21:00:00	86	81	35	19	123	133	139	62	92	133
2018-12-18 22:00:00	50	79	34	12	68	115	61	41	54	84
2018-12-18 23:00:00	33	16	17	9	156	179	25	34	23	39
2018-12-19 00:00:00	13	13	10	15	101	193	19	15	20	26
2018-12-19 01:00:00	5	2	10	4	61	35	7	3	25	14
2018-12-19 02:00:00	8	2	4	8	23	48	11	4	9	11
2018-12-19 03:00:00	0	2	9	9	40	6	5	16	19	12
2018-12-19 04:00:00	0	8	9	10	42	15	6	15	4	8
2018-12-19 05:00:00	25	24	4	12	37	25	25	14	17	6
2018-12-19 06:00:00	27	57	4	26	71	56	51	37	65	28
2018-12-19 07:00:00	68	100	37	132	119	131	97	94	260	154
2018-12-19 08:00:00	70	198	60	97	248	208	268	119	303	111
2018-12-19 09:00:00	50	134	81	118	344	253	264	178	397	173
2018-12-19 10:00:00	55	99	134	204	308	257	306	267	460	213
2018-12-19 11:00:00	89	143	106	203	329	249	347	349	473	332
2018-12-19 12:00:00	85	98	124	225	347	380	446	215	416	289
2018-12-19 13:00:00	76	125	140	228	362	365	388	221	519	326
2018-12-19 14:00:00	77	116	180	207	411	392	494	263	523	414
2018-12-19 15:00:00	180	175	138	270	389	333	480	365	483	460
2018-12-19 16:00:00	222	199	161	210	406	299	531	428	518	534
2018-12-19 17:00:00	84	202	139	166	410	399	392	325	507	674
2018-12-19 18:00:00	131	209	102	89	375	358	285	270	401	422
2018-12-19 19:00:00	110	181	73	79	352	276	285	259	232	266
2018-12-19 20:00:00	89	95	54	40	334	275	182	146	147	293
2018-12-19 21:00:00	77	67	31	45	172	199	93	64	106	148
2018-12-19 22:00:00	47	46	24	14	128	217	68	38	60	100
2018-12-19 23:00:00	18	15	25	31	69	116	31	26	44	50
2018-12-20 00:00:00	9	5	7	11	45	49	16	26	19	36
2018-12-20 01:00:00	7	2	9	4	36	30	31	17	59	23
2018-12-20 02:00:00	5	2	6	9	34	38	0	9	15	33
2018-12-20 03:00:00	0	9	1	5	37	4	4	0	14	12
2018-12-20 04:00:00	26	15	8	4	28	21	8	6	13	12
2018-12-20 05:00:00	21	22	0	9	38	25	7	17	42	15
2018-12-20 06:00:00	32	50	7	17	46	41	26	20	82	41
2018-12-20 07:00:00	122	103	36	100	143	108	113	82	171	102
2018-12-20 08:00:00	145	163	56	112	170	203	202	129	312	93
2018-12-20 09:00:00	111	150	83	157	274	176	185	130	317	156
2018-12-20 10:00:00	50	150	74	167	338	273	334	149	397	288
2018-12-20 11:00:00	95	185	122	222	382	387	362	239	623	288
2018-12-20 12:00:00	127	155	207	183	426	402	283	322	495	448
2018-12-20 13:00:00	81	99	121	220	468	403	225	410	479	449
2018-12-20 14:00:00	100	121	136	291	503	347	620	569	511	341
2018-12-20 15:00:00	166	111	154	257	467	314	112	492	476	546
2018-12-20 16:00:00	247	150	158	211	550	362	281	0	590	469
2018-12-20 17:00:00	192	125	159	247	473	402	251	0	601	510
2018-12-20 18:00:00	140	208	115	133	411	343	259	6	378	518
2018-12-20 19:00:00	145	66	103	58	343	302	338	351	229	296
2018-12-20 20:00:00	92	113	39	51	259	233	160	105	151	215
2018-12-20 21:00:00	83	106	34	57	178	156	87	72	146	162
2018-12-20 22:00:00	94	36	33	11	125	145	55	30	124	83
2018-12-20 23:00:00	28	49	42	47	106	96	38	24	77	41
2018-12-21 00:00:00	46	9	40	24	64	44	42	21	52	37
2018-12-21 01:00:00	25	21	19	13	84	61	18	16	44	57
2018-12-21 02:00:00	11	30	18	29	56	43	11	13	21	27
2018-12-21 03:00:00	11	27	13	24	80	15	12	18	21	49
2018-12-21 04:00:00	15	15	12	31	56	10	1	21	24	36
2018-12-21 05:00:00	19	12	3	5	53	23	30	6	31	34
2018-12-21 06:00:00	39	55	16	21	63	37	26	25	59	39
2018-12-21 07:00:00	125	97	25	99	115	77	121	67	244	70
2018-12-21 08:00:00	140	113	65	91	190	198	206	125	292	217
2018-12-21 09:00:00	127	111	57	143	344	322	215	162	290	177
2018-12-21 10:00:00	88	123	68	182	359	330	335	238	462	178
2018-12-21 11:00:00	147	129	144	196	354	381	340	188	556	332
2018-12-21 12:00:00	226	92	128	203	409	402	388	225	535	396
2018-12-21 13:00:00	113	194	182	215	443	378	423	227	569	561
2018-12-21 14:00:00	73	106	145	257	518	422	508	254	499	420
2018-12-21 15:00:00	128	117	154	224	487	466	435	286	593	556
2018-12-21 16:00:00	138	193	140	150	504	314	397	241	376	526
2018-12-21 17:00:00	118	86	141	125	463	279	324	204	332	486
2018-12-21 18:00:00	138	94	83	99	448	410	188	216	260	385
2018-12-21 19:00:00	79	94	61	91	352	412	143	137	236	289
2018-12-21 20:00:00	63	77	70	65	338	310	168	184	239	274
2018-12-21 21:00:00	52	112	31	39	294	233	84	65	145	167
2018-12-21 22:00:00	56	55	44	32	234	246	106	66	131	103
2018-12-21 23:00:00	30	20	55	39	178	203	38	85	116	136
2018-12-22 00:00:00	62	14	42	38	134	210	54	71	100	113
2018-12-22 01:00:00	32	12	45	28	125	139	59	43	135	124
2018-12-22 02:00:00	35	10	28	25	151	129	48	42	60	135
2018-12-22 03:00:00	11	14	19	9	135	79	16	7	41	79
2018-12-22 04:00:00	21	14	31	27	220	49	49	48	17	120
2018-12-22 05:00:00	19	20	0	2	77	51	9	9	33	32
2018-12-22 06:00:00	23	14	4	5	38	21	27	14	23	26
2018-12-22 07:00:00	19	20	4	22	47	73	10	50	57	49
2018-12-22 08:00:00	32	71	59	41	165	118	45	41	159	95
2018-12-22 09:00:00	21	33	43	88	289	200	105	74	314	127
2018-12-22 10:00:00	41	56	93	166	332	281	284	109	456	327
2018-12-22 11:00:00	25	84	127	153	488	253	286	223	530	309
2018-12-22 12:00:00	76	75	126	161	457	330	227	296	433	444
2018-12-22 13:00:00	77	31	150	157	458	398	369	245	560	442
2018-12-22 14:00:00	78	111	120	149	603	312	301	263	522	385
2018-12-22 15:00:00	127	71	142	135	572	392	344	163	384	473
2018-12-22 16:00:00	126	138	127	112	493	371	299	248	301	379
2018-12-22 17:00:00	57	84	70	109	365	297	264	164	238	494
2018-12-22 18:00:00	56	119	46	46	386	369	185	154	193	265
2018-12-22 19:00:00	102	94	44	41	268	359	125	112	244	271
2018-12-22 20:00:00	116	70	78	65	204	321	96	102	143	163
2018-12-22 21:00:00	73	57	38	28	230	300	88	47	147	143
2018-12-22 22:00:00	70	43	46	20	161	240	83	44	198	131
2018-12-22 23:00:00	27	49	27	33	149	210	32	53	129	123
2018-12-23 00:00:00	36	33	48	56	196	165	20	55	91	120
2018-12-23 01:00:00	20	9	23	17	195	161	51	23	84	127
2018-12-23 02:00:00	26	6	21	42	169	170	15	29	72	113
2018-12-23 03:00:00	26	0	17	21	251	120	20	27	25	135
2018-12-23 04:00:00	20	11	18	31	179	92	10	23	32	180
2018-12-23 05:00:00	0	2	10	4	119	46	1	0	13	34
2018-12-23 06:00:00	12	7	4	0	25	17	4	5	17	11
2018-12-23 07:00:00	15	18	3	9	23	47	10	5	21	46
2018-12-23 08:00:00	21	29	3	4	68	45	21	9	28	58
2018-12-23 09:00:00	44	35	21	24	72	56	48	37	102	88
2018-12-23 10:00:00	41	35	37	47	164	94	88	99	275	125
2018-12-23 11:00:00	41	109	42	68	339	185	148	97	347	273
2018-12-23 12:00:00	55	87	93	107	393	240	197	216	383	312
2018-12-23 13:00:00	95	117	48	89	371	356	231	155	391	415
2018-12-23 14:00:00	88	80	92	69	423	311	214	237	372	425
2018-12-23 15:00:00	98	109	80	97	568	270	208	174	405	315
2018-12-23 16:00:00	100	83	66	56	326	389	189	127	243	326
2018-12-23 17:00:00	129	86	58	32	386	321	194	190	241	341
2018-12-23 18:00:00	75	84	42	33	191	377	136	108	178	283
2018-12-23 19:00:00	28	55	28	48	195	268	88	111	222	137
2018-12-23 20:00:00	38	36	24	30	179	176	79	101	101	177
2018-12-23 21:00:00	59	31	20	22	127	168	76	49	81	73
2018-12-23 22:00:00	12	10	22	12	81	85	29	46	47	58
2018-12-23 23:00:00	0	6	9	14	80	84	29	19	20	36
2018-12-24 00:00:00	4	0	7	6	27	48	12	9	28	25
2018-12-24 01:00:00	12	0	7	17	48	40	10	1	19	19
2018-12-24 02:00:00	0	4	1	1	24	18	3	1	4	16
2018-12-24 03:00:00	0	0	2	10	30	5	0	9	11	9
2018-12-24 04:00:00	0	0	1	6	15	10	8	8	13	8
2018-12-24 05:00:00	5	4	4	4	20	6	3	8	7	10
2018-12-24 06:00:00	15	40	4	11	12	26	17	6	41	14
2018-12-24 07:00:00	33	8	6	17	68	26	3	3	43	31
2018-12-24 08:00:00	32	29	8	14	95	64	42	25	97	51
2018-12-24 09:00:00	45	30	20	51	195	124	49	50	195	135
2018-12-24 10:00:00	35	116	43	58	237	207	69	77	199	153
2018-12-24 11:00:00	190	687	42	117	184	686	77	246	461	107
2018-12-24 12:00:00	744	131	101	42	489	210	281	119	128	515
2018-12-24 13:00:00	119	86	31	31	211	187	118	73	113	226
2018-12-24 14:00:00	36	51	32	23	159	115	37	74	108	116
2018-12-24 15:00:00	70	24	26	14	132	124	42	71	66	84
2018-12-24 16:00:00	26	38	5	16	123	137	41	34	78	73
2018-12-24 17:00:00	40	49	16	4	104	117	20	49	50	87
2018-12-24 18:00:00	67	36	26	9	102	109	39	25	50	83
2018-12-24 19:00:00	29	62	13	4	106	85	54	38	81	66
2018-12-24 20:00:00	22	25	4	4	83	85	45	25	50	72
2018-12-24 21:00:00	26	32	6	8	68	69	27	29	99	70
2018-12-24 22:00:00	38	25	12	9	79	97	17	14	69	39
2018-12-24 23:00:00	27	16	27	15	78	92	45	27	76	40
2018-12-25 00:00:00	21	6	29	5	35	77	27	17	44	17
2018-12-25 01:00:00	33	2	21	14	61	42	26	20	27	49
2018-12-25 02:00:00	5	10	24	12	61	64	20	10	10	26
2018-12-25 03:00:00	1	3	7	31	51	38	6	11	6	5
2018-12-25 04:00:00	0	9	28	67	59	54	33	30	10	71
2018-12-25 05:00:00	0	8	9	19	20	14	0	0	5	15
2018-12-25 06:00:00	8	19	3	2	26	9	0	5	12	9
2018-12-25 07:00:00	13	2	1	0	9	19	7	3	19	21
2018-12-25 08:00:00	26	12	3	1	19	2	3	3	20	37
2018-12-25 09:00:00	21	23	2	1	38	15	21	24	39	30
2018-12-25 10:00:00	34	73	9	12	55	38	38	24	123	135
2018-12-25 11:00:00	83	86	24	15	106	53	49	41	123	138
2018-12-25 12:00:00	137	120	22	22	154	80	61	80	135	147
2018-12-25 13:00:00	131	118	16	30	164	144	44	77	182	120
2018-12-25 14:00:00	170	147	29	39	121	152	86	104	135	170
2018-12-25 15:00:00	137	99	12	22	163	99	103	105	200	110
2018-12-25 16:00:00	121	106	24	17	135	123	96	96	99	122
2018-12-25 17:00:00	116	92	23	21	147	114	156	143	181	100
2018-12-25 18:00:00	133	55	22	10	124	102	80	73	88	40
2018-12-25 19:00:00	151	82	34	15	104	139	104	115	107	71
2018-12-25 20:00:00	89	82	12	26	129	125	121	99	112	72
2018-12-25 21:00:00	78	37	8	42	75	41	29	46	86	35
2018-12-25 22:00:00	74	35	7	34	79	53	71	29	60	46
2018-12-25 23:00:00	36	12	25	33	80	93	45	37	59	13
2018-12-26 00:00:00	12	6	34	12	77	106	76	47	73	15
2018-12-26 01:00:00	8	3	46	28	53	93	44	40	44	14
2018-12-26 02:00:00	12	7	28	10	58	50	45	22	18	60
2018-12-26 03:00:00	5	2	10	27	91	23	20	5	27	41
2018-12-26 04:00:00	16	17	38	67	127	41	8	10	14	78
2018-12-26 05:00:00	3	4	12	17	81	9	21	19	19	11
2018-12-26 06:00:00	10	10	4	6	20	9	3	10	5	3
2018-12-26 07:00:00	7	16	4	8	13	8	20	17	20	6
2018-12-26 08:00:00	56	24	18	10	32	9	28	18	20	24
2018-12-26 09:00:00	38	112	25	13	60	68	29	21	71	62
2018-12-26 10:00:00	104	107	25	32	110	89	93	55	136	59
2018-12-26 11:00:00	143	124	20	21	196	169	100	92	189	137
2018-12-26 12:00:00	196	187	36	70	231	202	191	154	260	198
2018-12-26 13:00:00	140	336	44	62	219	276	185	160	248	127
2018-12-26 14:00:00	224	186	60	74	298	207	173	160	237	166
2018-12-26 15:00:00	187	152	55	41	215	225	145	179	198	222
2018-12-26 16:00:00	121	105	89	59	202	190	212	216	195	163
