x,y
9.23324826168936,1
18.4664965233787,0.91
27.6997447850681,0.65
36.9329930467575,0.41
46.1662413084468,0.23
55.3994895701362,0.08
64.6327378318256,0.11
73.8659860935149,0.01
83.0992343552043,0
92.3324826168937,0
