x,y
1,-697.834820670266
2,-128.398218925623
3,-238.057550250693
4,24.6020174480648
5,638.83691007569
6,-143.187281944642
7,-868.629992337424
8,12.5036216902917
9,-14.1920868060641
10,483.028808991864
11,-31.4307980631174
12,-208.635072600327
13,-508.7949031783
14,764.459137788805
15,-557.97157064013
16,-1287.43300676992
17,1755.09160556667
18,-861.83938232797
19,172.940914642944
20,-126.334367723802
21,-995.202078019871
22,377.29511091524
23,-68.7616128737631
24,1531.64267336135
25,1388.67729278631
26,-699.917771743318
27,-1273.48103793871
28,712.740402231964
29,1085.78661551119
30,-43.1215706360844
31,-472.185915555113
32,633.877166804697
33,395.258805457802
34,942.360361735922
35,-477.229627023294
36,175.205118198094
37,-289.446493241592
38,527.748767956556
39,-567.838710645085
40,444.544409090004
41,-94.9516302765125
42,-1077.48629571398
43,-468.317753338546
44,-212.490190045382
45,-865.309461980888
46,-145.371179270012
47,266.225185252061
48,-1093.87656879885
49,226.080737833948
50,-1145.52482143811
51,0.457715312858497
52,1103.98993039564
53,774.797399135566
54,1160.82728996988
55,57.0007063010948
56,-157.406478531601
57,20.9784799639467
58,-628.854167442026
59,-1600.57959384417
60,1177.42876041771
61,-296.017802175622
62,-412.195330087727
63,-612.370061555517
64,664.377299742904
65,407.662524683803
66,22.9321298169157
67,791.013532480794
68,440.974472075063
69,-459.348633753261
70,-1142.34227175756
71,623.536181107837
72,659.322135748521
73,631.718056846635
74,-293.566154479893
75,-33.4413326438465
76,553.940155339881
77,248.212756705433
78,815.807108011527
79,-1595.23957895245
80,-206.983543805684
81,1127.55817567073
82,-32.8106999476302
83,965.106152322556
84,297.843746066336
85,677.611371635097
86,1766.62864992724
87,-52.3835491453248
88,641.690008726213
89,796.300878634164
90,-1458.40247435528
91,1525.42983868374
92,333.842004223832
93,987.768218346158
94,-2.48890906519596
95,-100.563455589983
96,-1183.23392404447
97,120.212150407217
98,775.650331231749
99,-39.904545904668
100,-409.185079046867
101,723.02592484451
102,-643.586378034588
103,-60.0241070668696
104,-862.34074793124
105,-2135.58221595844
106,1486.22928585674
107,370.252007802215
108,-691.214204362409
109,-368.767389183937
110,-2641.18264259181
111,697.736220726961
112,-498.96337007431
113,230.550914014444
114,-1001.28130816061
115,-927.966994916677
116,-1290.86193625474
117,1137.30358417242
118,47.3452025901712
119,325.490758791533
120,-124.977156270737
121,-294.13523826644
122,90.5197099695707
123,80.0287730464342
124,-591.380887172349
125,82.6124731632828
126,636.805778551833
127,572.8876930563
128,-111.247816761441
129,-920.878333559558
130,392.333812930248
131,-944.88786562648
132,1111.98809162027
133,485.676189160383
134,446.643227562734
135,-412.863669477871
136,530.882952905557
137,170.491096059361
138,1151.17710229489
139,570.399673579711
140,916.183527072831
141,-523.884233427127
142,-65.2331221749832
143,-652.906284275168
144,39.0479066466164
145,888.482474155325
146,1270.35984544946
147,-94.5338549005173
148,539.148937458037
149,2155.00960289766
150,618.322042092734
151,-539.101896603825
152,70.4594018930084
153,1244.76156020585
154,-16.7482299552408
155,-513.406602134979
156,-759.706916477195
157,-10.6058245561912
158,276.8240789572
159,-334.359961990208
160,-542.578589441973
161,-1068.04284206765
162,-1057.71559519862
163,153.991538116697
164,-273.478577631848
165,538.506074823673
166,-733.735560219991
167,-610.928904636339
168,665.270978883246
169,886.52643775574
170,-437.25551777533
171,-274.551949088382
172,348.092782735745
173,2217.0171022888
174,667.238920444817
175,-1399.58188713621
176,629.301529467474
177,587.481257690789
178,1219.75682534995
179,168.593206473997
180,293.013981176088
181,549.152678732743
182,-1264.32416461297
183,-1430.46001312123
184,-350.917439113675
185,963.325454946886
186,1424.36501663695
187,954.529475368456
188,1205.95838403668
189,1309.81737294222
190,-500.810086396291
191,-972.62981403555
192,8.23451403012223
193,-375.269263729312
194,198.35683349403
195,-725.213588057012
196,768.807708622777
197,623.730798415239
198,-127.540302927408
199,-436.13402693179
200,-1140.88317950549
201,446.029523391069
202,1017.34887874335
203,-1272.13349413546
204,-1031.40801514064
205,709.779878840084
206,-741.983152115984
207,-193.047081535677
208,826.663271150806
209,174.741570266524
210,-369.148509794346
211,261.452152390042
212,-235.101614691823
213,-689.387864116773
214,-382.717785447433
215,-115.93237350408
216,323.292722722051
217,154.753232507695
218,-793.077622395294
219,564.185750762662
220,-390.780412131182
221,292.990903906827
222,99.0842552772136
223,224.279832871453
224,-1889.79730838781
225,334.122053273087
226,121.872299198036
227,547.833684851415
228,219.196419637385
229,-19.4834225367706
230,-92.4189188151288
231,-532.825934550196
232,498.235914762564
233,674.518742354034
234,674.880173224843
235,136.195167545316
236,581.781250254792
237,680.020836500529
238,134.751882960183
239,-516.549819697873
240,-164.554405710485
