x,y
4.67433193248024,1
63.1034810884833,1
121.532630244486,1
179.961779400489,1
238.390928556492,0.98
296.820077712495,0.89
355.249226868498,0.86
413.678376024501,0.68
472.107525180504,0.55
530.536674336507,0.45
