x,y
4.6166241308,1
9.2332482617,1
13.8498723925,1
18.4664965234,1
23.0831206542,1
27.6997447851,1
32.3163689159,1
36.9329930468,0.97
41.5496171776,0.98
46.1662413084,0.97
