-8.794261515140533447e-02,-1.278403550386428833e-01,1.019464619457721710e-02,7.234901189804077148e-02,-4.943106323480606079e-03,-3.674104809761047363e-02
-1.154585257172584534e-01,-1.798402070999145508e-01,-4.838201683014631271e-03,6.649609655141830444e-02,-7.262999657541513443e-03,-6.292736530303955078e-02
-4.333151131868362427e-02,-1.580527275800704956e-01,6.138660013675689697e-02,-6.743534654378890991e-02,-2.311924286186695099e-02,-5.940281972289085388e-02
-7.887940853834152222e-02,-1.499020904302597046e-01,5.349720362573862076e-03,-1.871566288173198700e-02,4.993635043501853943e-02,4.473024513572454453e-03
-1.017368584871292114e-01,-1.572125554084777832e-01,-1.983933150768280029e-02,4.466053098440170288e-02,3.844147548079490662e-03,1.806561648845672607e-02
-1.000064685940742493e-01,2.826404944062232971e-02,-1.255899574607610703e-02,-7.174263894557952881e-02,1.817065477371215820e-02,-1.046503148972988129e-02
-9.635548293590545654e-02,-1.882052123546600342e-01,-1.130622439086437225e-02,6.573082506656646729e-02,1.762712560594081879e-02,8.966282010078430176e-03
-7.855467498302459717e-02,-4.747612774372100830e-02,1.257523521780967712e-02,2.673233859241008759e-02,-7.374779134988784790e-02,-2.033381257206201553e-03
-1.234532222151756287e-01,1.054103579372167587e-02,-1.987103931605815887e-02,-3.081823699176311493e-02,-3.511659801006317139e-02,-5.645126104354858398e-02
-1.672633886337280273e-01,-7.977445423603057861e-02,-2.066365443170070648e-02,8.406652510166168213e-02,3.682592883706092834e-02,4.931861162185668945e-02
-6.608626246452331543e-02,1.675412431359291077e-02,-2.877241745591163635e-02,2.610881114378571510e-03,1.748471148312091827e-02,-6.077183410525321960e-03
-1.676473617553710938e-01,-1.348595172166824341e-01,-8.773995563387870789e-03,6.533807516098022461e-02,2.643487043678760529e-02,1.742131076753139496e-02
-6.634473800659179688e-02,-1.215737685561180115e-01,2.028772793710231781e-02,2.400703914463520050e-02,8.208280429244041443e-03,-1.133878994733095169e-02
-1.077665314078330994e-01,9.122668998315930367e-04,2.659964188933372498e-02,-2.061531879007816315e-02,5.117445718497037888e-03,5.537788569927215576e-02
-1.406581103801727295e-01,-4.700673371553421021e-02,8.844951540231704712e-02,8.371474221348762512e-03,-5.670754238963127136e-02,2.818130014929920435e-04
-1.728338301181793213e-01,3.244585543870925903e-02,-3.109157830476760864e-02,1.157087534666061401e-01,4.155573248863220215e-02,6.944537907838821411e-02
-7.696294039487838745e-02,-3.567924723029136658e-02,7.178735919296741486e-03,5.312659963965415955e-02,2.711126767098903656e-02,-1.111189834773540497e-02
-5.257458612322807312e-02,-5.466814339160919189e-02,-3.932845313102006912e-03,1.609555631875991821e-02,1.041414681822061539e-02,4.151301458477973938e-03
-7.027916610240936279e-02,-3.250949084758758545e-01,4.543423280119895935e-02,6.577805429697036743e-02,4.501722753047943115e-02,4.225299507379531860e-02
-5.702335759997367859e-02,-1.887800097465515137e-01,8.671052753925323486e-03,2.153635583817958832e-02,3.535264730453491211e-02,4.315604921430349350e-03
-5.615478754043579102e-02,-2.341676950454711914e-01,-1.082226075232028961e-02,4.200745001435279846e-02,4.459328576922416687e-02,-3.716349601745605469e-04
-7.054948061704635620e-02,-1.428609788417816162e-01,1.967829652130603790e-03,5.154006928205490112e-02,4.948672279715538025e-02,-3.117986768484115601e-02
-4.759487137198448181e-02,-1.390238702297210693e-01,-1.729319244623184204e-02,7.828409969806671143e-02,5.883851647377014160e-02,-2.378646098077297211e-02
-4.962538182735443115e-02,-3.202321007847785950e-02,-4.084272682666778564e-02,8.783444017171859741e-02,1.576246344484388828e-03,-1.401001866906881332e-02
-9.075025469064712524e-02,-1.685273498296737671e-01,-1.581827923655509949e-02,1.089358851313591003e-01,3.467051312327384949e-02,-1.672919094562530518e-02
-1.045680120587348938e-01,-2.215007543563842773e-01,-3.446389362215995789e-02,7.728619873523712158e-02,2.300547435879707336e-03,-3.272355720400810242e-02
-1.617781817913055420e-01,-3.613995760679244995e-02,-2.096545137465000153e-02,5.199524108320474625e-03,5.570125579833984375e-02,3.338592499494552612e-02
-1.784494728781282902e-03,9.291710332036018372e-03,3.359948098659515381e-02,-2.751827007159590721e-03,-1.030500233173370361e-01,-9.845119901001453400e-03
-3.543674945831298828e-02,1.523181200027465820e-01,1.032978892326354980e-01,7.519208639860153198e-02,-1.918653994798660278e-01,-8.475007116794586182e-02
-3.886128589510917664e-02,1.479944586753845215e-01,4.624314233660697937e-02,5.806566402316093445e-02,-1.268295347690582275e-01,-8.646749705076217651e-02
-4.984522610902786255e-02,8.096211589872837067e-03,1.687684468924999237e-02,2.828939259052276611e-02,-7.345910370349884033e-02,-3.986446931958198547e-02
-1.791091561317443848e-01,2.235660552978515625e-01,-1.674579270184040070e-02,8.140398189425468445e-03,6.053975597023963928e-02,6.571083515882492065e-02
-1.520495712757110596e-01,-1.393893063068389893e-01,-1.276033185422420502e-02,1.881286874413490295e-02,-4.753557965159416199e-02,5.244140699505805969e-02
-8.708152174949645996e-02,2.202086150646209717e-02,1.103799417614936829e-01,3.803759440779685974e-02,-1.364143490791320801e-01,-1.098669692873954773e-01
1.093858969397842884e-03,1.845687441527843475e-02,8.046049624681472778e-02,2.801039442420005798e-02,-1.479562073945999146e-01,-9.328772313892841339e-03
-4.754178598523139954e-02,-1.886160820722579956e-01,-1.785057038068771362e-02,3.438929840922355652e-02,2.940213866531848907e-02,-2.915120311081409454e-02
-4.974929243326187134e-02,8.662621676921844482e-02,2.555125392973423004e-02,2.814950421452522278e-03,3.118722513318061829e-02,-5.158748477697372437e-02
-1.791091561317443848e-01,2.235660552978515625e-01,-1.674579270184040070e-02,8.140398189425468445e-03,6.053975597023963928e-02,6.571083515882492065e-02
-1.530666649341583252e-01,-2.268341779708862305e-01,-5.600859597325325012e-02,5.881866812705993652e-02,-2.148313820362091064e-02,7.944969087839126587e-02
-3.947103396058082581e-02,1.720841228961944580e-01,1.794101484119892120e-02,-1.443171524442732334e-03,-1.923506706953048706e-01,-9.858927130699157715e-02
